Family,Product,Patch,PRB,PRB type,Description
Yokohama,Rollback and Recovery,Yokohama Patch 5,PRB1809473,Other Fix,"Yokohama Patch 5
When truncating a logical non-root table in TPH or TPP, all records are stored for ancestors and siblings in a shadow table

1. Create 2 tables using the 'Table Per Hierarchy' extension model (u_table1 and u_table2 extending the former).
2. Seed some test data on each tables.
3. Invoke 'DBI.tableDrop()' for u_table2 with rollback enabled.
4. Confirm that records from u_table1 were recorded in the shadow table 'sh$u_table1'.That shadow table should only have records for u_table2 since those are the ones that were deleted and therefore the only ones that could be restored by rolling back the truncate of the logical table 'u_table2'. This can become a costly, unnecessary operation if the parent table is large."
Yokohama,Employee Center,Yokohama Patch 4,PRB1809382,Other Fix,"Yokohama Patch 4
The hrm_todos_page list of tasks is incorrectly defined
To-do tasks from the hrm_todos_page list are not defined as list items, impacting the user's ability to navigate through the list.

1. Navigate to hrm_todos_page for any user with to-do tasks assigned to them.
2. Inspect each list item.Notice that they are not defined as list items."
Yokohama,Server-side scripts,Yokohama Early Access,PRB1809279,Notable Fix,"Yokohama Early Access
The SWC version in Xanadu leaks memory
The transpiler leaks a small amount of memory, on the order of 50 bytes, with each script that it processes. Eventually, enough memory is leaked that attempts to execute additional scripts on the node cause the transpiler to exceed the memory usage limit, specified by the com.glide.script.swc. global_memory_threshold_in_kb system property. Once this limit is exceeded, a 'Transpilation global memory limit exceeded' error is logged and the node is unable to process server-side scripts normally until it is restarted.
"
Yokohama,Database Persistence - Data Management,Yokohama Patch 1,PRB1808866,Other Fix,"Yokohama Patch 1
Inefficient chunk production for a document ID type reference
For a document ID type reference, the 'Unreferenced Record Cleaner' producer first computes the list of unique table names and then produces the chunks. The SQL query to compute the list of unique table names can timeout leading to no chunks being produced.

1. Create a large table with a document ID type reference.
2. Have a large number of unique table names in the table name field.
3. Set the SQL timeout (sysrule_quota) to a small value.Observe that 'Unreferenced Record Cleaner' producer times out computing the list of unique table names, thus producing no chunks."
Yokohama,Service Catalog,Yokohama Early Access,PRB1808592,Notable Fix,"Yokohama Early Access
The 'Popular items' widget doesn't display legal catalog items
The 'Popular items' widget doesn't display relevant catalog items specific to the category chosen. When changing the category, users can find that catalog filters display related items but not the 'Catalog item' widget."
Yokohama,List Administration,Yokohama Patch 5,PRB1808314,Other Fix,"Yokohama Patch 5
The user is unable to personalize list columns for Oracle DB instances
A related list renders with old columns.

1. Log in to an Oracle DB instance as an admin user.
2. Open an incident on Service Operations Workspace.
3. Select Related records.
4. Select any of the related lists (for example, Task SLAs).
5. Select the gear icon and Edit Column.
6. Select some new columns and select Ok.Expected behavior: The related list should render with new columns.Actual behavior: The related list renders with old columns."
Yokohama,Service Portfolio Management,Yokohama Early Access,PRB1808035,Notable Fix,"Yokohama Early Access
An error message occurs when submitting a service in the Service Builder
Submitting a service in Service Builder prompts the error message, 'Status can only move forward to retiring or retired or obsolete from operational'.
"
Yokohama,Software Asset Management,Yokohama Patch 6,PRB1807639,Other Fix,"Yokohama Patch 6
Some Software Asset Management (SAM) properties can be edited by a SAM admin
Some SAM sys properties exist in different folders and have different write roles.

1. Install the plugin 'com.sn_samp_ master_ws'.
2. Navigate to sys_properties _category_m2m.
3. Filter by the Software Asset Management.
4. Open 'com.snc.samp. recon.subgroup'
5. Check that 'write_roles = admin' and 'write_roles = sam_admin'.
6. Install the plugin 'com.glide.domain.msp _extensions.installer'.
7. Check that 'write_roles = admin'."
Yokohama,Database Persistence - Data Scale,Yokohama Patch 1,PRB1807483,Other Fix,"Yokohama Patch 1
Track the number of total/dropped messages per SqlType
Currently, the number of dropped messages is already being tracked and the stats are exposed in xmlstats. When a capture is run, one can hit the xmlstats to get the state/health of the capture, which includes the number of dropped messages. However, the dropped messages are not tracked per SqlType, which makes it impossible to know the percentage of the dropped messages."
Yokohama,Employee Center,Yokohama Patch 1,PRB1806589,Other Fix,"Yokohama Patch 1
Employee Center autocomplete suggestions don't work in Xanadu
The autocomplete suggestions of a base instance ESC AI Search doesn't work in Xanadu.

1. Open a base instance ESC Portal in Xanadu.
2. In the Search box, type 'What is spam?'.Expected behavior: There are suggestions in the typeahead widget.Actual behavior: There are no suggestion results."
Yokohama,Next Experience Unified Navigation,Yokohama Early Access,PRB1806521,Notable Fix,"Yokohama Early Access
Next Experience menus are blurred/unreadable in Safari v18
It's related to the CSS style 'webkit-backdrop-filter' being applied incorrectly to the pages. Instead of applying the blur to the background of the menus, it's applying to the entire menu, including the text.


1. Open the instance using Safari 18.0 (20619.1.26.31.6).
2. Navigate to the top menus.Expected behavior: The navigation is readable.Actual behavior: The menu is blurred and unreadable."
Yokohama,Next Experience Unified Navigation,Yokohama Early Access,PRB1806148,Notable Fix,"Yokohama Early Access
A long contextual pill pushes the search, help, notification, and user menu out of the viewport
Extra long text in the contextual menu is not truncated and causes spillover of the search and other icons.


1. Log in to any instance.
2. Navigate to any page that has a long title.Notice that the extra long text in the contextual menu is not truncated and causes spillover of the search and other icons."
Yokohama,Automated Test Framework (ATF),Yokohama Early Access,PRB1805778,Notable Fix,"Yokohama Early Access
'Validate Record Present in List' fails for a related list
Related list records are failing to run when the user preference 'Load related lists in classic forms' is set to 'On Demand'."
Yokohama,Script Includes,Yokohama Early Access,PRB1805747,Notable Fix,"Yokohama Early Access
Restructure upgrade transition for the sandbox_callable script to include the schema change
There's been issues with different upgrade scenarios when separating the sandbox callable functionality of client callable in pre-Y releases.
"
Yokohama,Next Experience Unified Navigation,Yokohama Early Access,PRB1805368,Notable Fix,"Yokohama Early Access
Use of home keyboard cursor navigation is broken in the Next Experience navigation filter input and end keyboard buttons in Xanadu
Left, Right, Home, End, Shift+Home, Shift+End, Shift-Left, and Shift-Right don't move the cursor or select text.
"
Yokohama,System Import Sets,Yokohama Early Access,PRB1804838,Notable Fix,"Yokohama Early Access
New fields with double byte characters are not created automatically upon loading data
When loading data, new fields are created if the loading file or data source contains headers that don't match the fields in the import set table. Since the Xanadu release, new fields are not created when headers contain double byte characters, and a warning message is logged in the import log. This occurs even if com.glide.use_column _name_optimizer property is 'true'.
"
Yokohama,Discovery,Yokohama Early Access,PRB1804276,Notable Fix,"Yokohama Early Access
Discovery Application Dependency Mapping (ADM) process classifiers put incorrect configuration items (CI) in the probe ecc_queue outputs, leading to data from the application only to be updated in the computer CI
When the ADM probe runs, matching process classifiers trigger probes specific to applications. The code involved in specifying the CI to put in the probe output is in the script include ApplicationDependencyMapping, which puts the parent computer CI in instead of the application CI. As a result, the computer CI is updated and overwritten rather than the application CI, and the application CI is not updated.


1. Open NGINX on a Linux server to use as an example.
2. Open a Vancouver instance.
3. Discover a host to create a NGINX CI is created.
4. Upgrade the instance to Washington DC.
5. Clear out the version value from the existing application CI.
6. Discover the Linux host.Notice that the example version is not repopulated in the NGINX CI."
Yokohama,List Administration,Yokohama Early Access,PRB1804211,Notable Fix,"Yokohama Early Access
A list is failing to load due to ACL failures
Lists do not load, and a response is returned in the call for the record list composite data broker."
Yokohama,Activity Stream,Yokohama Early Access,PRB1803978,Notable Fix,"Yokohama Early Access
The SysActivityRuleRepo should be share aware for event source tables
When the name of the rotated table does not match the root name, a new email event was not created. The SysActivityRuleRepo should allow emails to appear in both the activity stream and in the workspace.
"
Yokohama,GRC Platform Plugins,Yokohama Early Access,PRB1803872,Notable Fix,"Yokohama Early Access
Security bug
"
Yokohama,Analytics Data API,Yokohama Patch 7,PRB1803606,Other Fix,"Yokohama Patch 7
The y-axis is skewed, causing data to look compressed for the time series column in Data Visualization
There are 2 related issues. One, both absolute and relative date range selections are visible at the same time. This is likely a UI policy issue. They shouldn't be visible at the same time. Two, when a user changes the range (periods), the scale on the Y axis doesn't get adjusted so it keeps displaying the chart as if the previously visible months are visible on the chart.

1. Create a visualization with a daily indicator as a data source.
2. In the metric, select By Month SUM+ as the time aggregation.
3. Update the 'Number of periods'.Observe that the chart y-axis range is being set by considering additional segment value that isn't displayed in the chart. On the visualization, when users input the Number of periods value as '1', the y-axis range is 30 but the max value in the data is '5'. The Y-axis range should have been less either 5 or 10 as per the data point. When users change the Number of periods value to '3', the y-axis range is 100, but the max data point value is 30, so the graph doesn't look right. The y-axis range should respect the data point value based on the selected period max data point value in the chart."
Yokohama,Service Portal,Yokohama Early Access,PRB1803497,Notable Fix,"Yokohama Early Access
attachment.upload.success event is triggered incorrectly, and cannot be relied on to disable the Catalog - Order Now button
When uploading multiple attachments consecutively, the 'attachment.upload.success' event is triggered immediately after the first batch of attachments finishes uploading instead of waiting for all batches to complete. The attachment modal is also hidden before the upload process is fully completed."
Yokohama,Discovery,Yokohama Patch 6,PRB1803444,Other Fix,"Yokohama Patch 6
Security bug
"
Yokohama,Case Management,Yokohama Early Access,PRB1803076,Notable Fix,"Yokohama Early Access
The role gs.hasrole is missing on a base instance script include
The role is missing for the 'Consumer role' condition."
Yokohama,Document Intelligence Unified Backend,Yokohama Patch 5,PRB1802663,Other Fix,"Yokohama Patch 5
A reference qualifier isn't applied for reference fields in the Agent Viewer experience"
Yokohama,AI Search,Yokohama Early Access,PRB1802473,Notable Fix,"Yokohama Early Access
Tab counts change for all the tabs when users select from 'All' to another tab
Tab counts also change on pagination.
"
Yokohama,List Filters,Yokohama Patch 3,PRB1801767,Notable Fix,"Yokohama Patch 3
Japanese names cannot be filtered by a Japanese term but can be filtered by an English term under the Japanese setting
Unable to filter lists by Translated Text fields in non-English languages when using the non-English translation"
Yokohama,Access Control,Yokohama Early Access,PRB1801369,Notable Fix,"Yokohama Early Access
Security bug
"
Yokohama,Database Persistence - Data Scale,Yokohama Patch 4,PRB1800843,Other Fix,"Yokohama Patch 4
Orbit class loader no longer uses ParallelWebapp ClassLoader
Orbit class loader no longer uses ParallelWebappClassLoader likely due to resource usage. This is noticeably one of the larger concurrency bottlenecks in glide. Glide runs with reloadable='false' flag to prevent reloading class files, therefore access to cache of class files don't need to synchronized."
Yokohama,Database Persistence - Data Scale,Yokohama Patch 3,PRB1800841,Other Fix,"Yokohama Patch 3
JavaScriptMembers, ScriptableObject, and JavaMembers use a HashTable that causes a concurrency bottleneck
The 'get' method is synchronized. The HashTable is initialized and then not modified again. It's unnecessary to synchronize all 'get' access."
Yokohama,Database Persistence - Data Scale,Yokohama Patch 8,PRB1800838,Other Fix,"Yokohama Patch 8
The GLIDE_ELEMENT_EXTENSIONS cache access is slow due to CacheManager
There's no need for this to use CacheManager. Extensions don't need to be flushed when using extension point listeners."
Yokohama,Discovery,Yokohama Patch 6,PRB1800638,Other Fix,"Yokohama Patch 6
Preventing the scenario of running Simple Network Management Protocol (SNMP) GetNext on the same Object Identifier (OID) repeatedly"
Yokohama,Employee Center,Yokohama Patch 1,PRB1800350,Other Fix,"Yokohama Patch 1
Web Content Accessibility Guidlines (WCAG) issue for the widgets on the Portal is not announcing a section or groups
The screen reader is not announcing the concerned group as the user tabs through widgets with subsections.

1. Use a screen reader.
2. Go to the Employee Service Center or Service Portal.
3. Tab through a widget that has subsections.Expected: The screen reader should announce the group name when user navigate to any group or section, and the user will come to know in which group the focused element is in.Actual: The screen reader is not announcing the concerned group as the user navigates any of the sections or groups in the home page, and instead announces just the focused element details."
Yokohama,Authentication,Yokohama Early Access,PRB1800345,Notable Fix,"Yokohama Early Access
Security bug
"
Yokohama,HTML Field Type Editor,Yokohama Early Access,PRB1799918,Notable Fix,"Yokohama Early Access
Selecting the 'Preview form' icon opens the TinyMCE editor
The UXC Generative AI plugin adds a UI Macro to a form containing TinyMCE. When a form is previewed from a list, the UI Macro is rendered and TinyMCE is initialized around the list. The selector it is using isn't compatible with a 'Lists' page.


1. Provision an instance with the latest version of UXC Generative AI (6.0.1).
2. Set the glide.ui.html.editor.use_v4 property to true.
3. Open any list.
4. Select the 'Preview form' icon for any record.Expected behavior: The 'Read only' form pop-up is opened.Actual behavior: The TinyMCE editor is opened."
Yokohama,Knowledge Management,Yokohama Early Access,PRB1799870,Notable Fix,"Yokohama Early Access
Security bug
"
Yokohama,Service Operations Workspace,Yokohama Patch 1,PRB1799519,Other Fix,"Yokohama Patch 1
An event team operator user received the 'Page not found' message when selecting the Service Operations Workspace (SOW)
An event team operator user doesn't see the SOW and encounters a 'Page not found' message.

1. Open the instance.
2. Log in as an Event Management admin.
3. Impersonate an event team operator.
4. Select SOW.
5. Observe the application.Expected Result: The 'Page not found' message is not displayed for the user.Actual result: The 'Page not found' message is displayed for the user."
Yokohama,AI Search,Yokohama Patch 9,PRB1799463,Other Fix,"Yokohama Patch 9
The 'Clone' functionality fails for search applications
A clone isn't created when using the Clone UI Action, even though it asks for the name of the cloned profile.

1. Navigate to AllSearch Applications.
2. Select any search application.
3. Select the Clone UI Action.
4. Observe that it re-routes to another form that asks for name of the cloned profile again.Notice that no clone is created."
Yokohama,Next Experience Unified Navigation,Yokohama Early Access,PRB1799023,Notable Fix,"Yokohama Early Access
A menu can show fewer items when a business rule is configured to restrict a query
The user observes that the Next Experience header is missing menus (for example, 'All', 'Favorites', and 'History'). This can occur if there are business rules against the 'sys_app_application' or 'sys_app_module' tables with the type 'Query'. It can also result from bad domain-specific caching in relation to the menus."
Yokohama,Column Level Encryption,Yokohama Early Access,PRB1798601,Notable Fix,"Yokohama Early Access
Encrypted field configuration (EFC) records in the global scope for tables that are in a non-global scope can't be edited
When this happens, the global scope EFCs were all created by 'system' around the same time."
Yokohama,Service Catalog Portal Widgets,Yokohama Patch 3,PRB1798448,Other Fix,"Yokohama Patch 3
Security bug
"
Yokohama,Customer Service Management for Field Service Management,Yokohama Early Access,PRB1798276,Notable Fix,"Yokohama Early Access
Field Service Management work order task map pages don't load for the latest Google Maps Javascript API versions
Map pages for 'View task location' fail to load due to an incompatibility between the latest Google Maps API versions and the Google Maps base instance integration plugin.
"
Yokohama,Analytics Hub,Yokohama Early Access,PRB1798071,Notable Fix,"Yokohama Early Access
Analytics Hub throws an error when multiple breakdowns are applied
An error message appears: 'Expected ',' or ']' after array element in JSON at position 951652 (line 1 column 951653)'."
Yokohama,List Administration,Yokohama Early Access,PRB1798031,Notable Fix,"Yokohama Early Access
The Edit columns functionality isn't working as expected in Configurable Workspace
If a user opens the workspace the first time and do the re-column options, the user preference is saved in a format: workspace.list. columnOrder.xyz. If users then open a new tab in Chrome, and change it again, the preference is saved with a different suffix: workspace.list. columnOrder.abc. If users then go back to the first tab in Chrome and update the user preference, it updates back to: workspace.list. columnOrder.xyz. The workspace latches onto one of these user preference suffixes, and ignores the others."
Yokohama,MID Server,Yokohama Early Access,PRB1797811,Notable Fix,"Yokohama Early Access
There's misleading FileNameCompliance InSync attachment file errors when ecc_agent_script_file attachments are missing
Xanadu added a filename check for synched files. It generates MID Server issues records, but these can be misleading false positives that would be difficult to figure out if the record has use attachments but doesn't have the referenced attachment present.
"
Yokohama,List Administration,Yokohama Early Access,PRB1797758,Notable Fix,"Yokohama Early Access
When scrolling horizontally in any table in list view, field names do not scroll
When scrolling horizontally, the field names on the top are frozen in place but the values change.
"
Yokohama,AI Search,Yokohama Early Access,PRB1797747,Notable Fix,"Yokohama Early Access
The Genius results' loading spinner shows up despite unconfigured Genius results
The top spinner is visible when Genius results aren't linked and sometimes spins for a longer period of time. This occurs even if Genius results aren't linked to a profile used in the application that is being searched. The loader causes the page to continue rendering even if Genius results aren't linked to a profile.
"
Yokohama,Instance Scan,Yokohama Early Access,PRB1797550,Notable Fix,"Yokohama Early Access
Deprecated APIs scheduled scan has an invalid combo reference
Users may see an error because scans are run periodically: 'Error log com.glide.instance_ scan.ScanEngine: java.lang. IllegalArgumentException: No such scan_combo record...'
"
Yokohama,Flows (Family Channel),Yokohama Early Access,PRB1797470,Notable Fix,"Yokohama Early Access
Two way type doesn't work if used in multi-level subflows along with assign outputs
The password2 SSD (Secure Storage Data) records are deleted as soon as a flow completes/terminates."
Yokohama,Walk-Up Experience,Yokohama Early Access,PRB1797137,Notable Fix,"Yokohama Early Access
Security bug
"
Yokohama,Upgrade Center,Yokohama Early Access,PRB1797126,Notable Fix,"Yokohama Early Access
The Save Merge button throws a 'GlideList is not defined' error for ACL records when trying to resolve conflicts in Xanadu
When resolving conflicts for skipped records from an upgrade, the 'Save Merge' record throws an error for ACL records in Xanadu. The error message reads, 'Error MessageonSubmit script error: ReferenceError: GlideList2 is not defined:' and the record is not updated.
"
Yokohama,System Import Sets,Yokohama Early Access,PRB1796959,Notable Fix,"Yokohama Early Access
JDBC data source errors are generic messages starting in Washington DC, such as 'Cannot invoke 'java.util.Map.keySet() because 'this.fImportSourceFields is null'
Since the Washington DC upgrade, it appears that users aren't directly seeing the JDBC Data Sources SQL errors in progress workers or when doing a 20 records load on the UI. It is replaced by a generic message 'Cannot invoke ""java.util.Map.keySet() ...this.fImportSourceFields"" is null'. When checking the agent log file of the MID Server, the JDBC SQL error that should be present isn't in the progress worker log. Before Washington DC, these kind of SQL errors were retrieved directly in the instance and it wasn't needed to retrieve the MID Server logs.


1. Set up a JDBC data source with incorrect credentials.
2. Test load 20 records for the data source.An error message is noticed in the UI 'Cannot invoke ""java.util.Map.keySet()"" because ""this.fImportSourceFields"" is null'."
Yokohama,Flows (Family Channel),Yokohama Early Access,PRB1796489,Notable Fix,"Yokohama Early Access
A flow variable assignment is reverted after saving a subflow


1. Open Flow Designer.
2. Open the 'Test boolean assignment' subflow.
3. Try to assign the Active field from the Subflow input (Complaints Case) record to the flow variable 'Case Active'.
4. Save the subflow.
5. Check the flow variable assignment.Notice that an assignment was reverted after saving the subflow."
Yokohama,Flows (Family Channel),Yokohama Early Access,PRB1796423,Notable Fix,"Yokohama Early Access
In Flow Designer, the input data disappears after the user saves the flow
The user builds an action with the structure 'Array.Object contains Array.Objects contains Objects of String'. When they try to set the value for the String variable, the value clears out after saving.


1. Open a Xanadu release instance.
2. Build an action with the structure 'Array.Object contains Array.Objects contains Objects of String'.
3. Create a subflow.
4. Add the created action in the second step.
5. Try to set the value for the String variable and save the subflow.Expected behavior: The value is saved.Actual behavior: The value is wiped out."
Yokohama,Server-side scripts,Yokohama Early Access,PRB1796259,Notable Fix,"Yokohama Early Access
Failure to instantiate a GlideElement during a sandboxed script execution can take down a node
It should obtain the global scope to reinitialize GlideController instead of trying to traverse to global from the current GlideElement and, potentially, grabbing the sandbox scope instead.
Trigger GlideElement.specialReinitialize using the sandbox scope."
Yokohama,Identity,Yokohama Early Access,PRB1796172,Notable Fix,"Yokohama Early Access
Security bug
"
Yokohama,CMDB Query Builder,Yokohama Early Access,PRB1796164,Notable Fix,"Yokohama Early Access
Query Builder queries with the 'AND' node have different result structures/the data is split over multiple result records
A fix was applied to the performance of QB queries with the 'AND' node by avoiding multiplexing data in the results of such queries. However, this might break the way users consume the results in their systems.
"
Yokohama,List Administration,Yokohama Early Access,PRB1796135,Notable Fix,"Yokohama Early Access
Security bug
"
Yokohama,Normalization Data Services,Yokohama Early Access,PRB1796128,Notable Fix,"Yokohama Early Access
Security bug
"
Yokohama,Software Asset Reclamation,Yokohama Early Access,PRB1795844,Notable Fix,"Yokohama Early Access
The incorrect user is assigned to a single install per user-based reclamation candidates
Usage/Installs used to create RC belongs to the previous user and aren't current or changed to the user. User aggregate isn't ordered by the user.


1. Create a single install/low usage for the same user on a device.
2. Create an install for a few users on other devices.
3. License all installs by the 'per user' metric.
4. Run the RC job.Notice that RC is stamped by the incorrect user."
Yokohama,Software Asset Management,Yokohama Patch 6,PRB1795842,Other Fix,"Yokohama Patch 6
'Created Source' is not always stamped on software models by content update jobs
This issue usually occurs because the scheduled jobs below don't stamp the Created source field if it's empty on the suite parent: SAM - Apply latest content changes and SAM - Create lifecycles and suites for a software model."
Yokohama,UI Field Administration,Yokohama Early Access,PRB1795835,Notable Fix,"Yokohama Early Access
The campaign date picker opens in a lower position than usual
The campaign date picker, which is the calendar with a date and time selection field, is positioned offset and lower than its usual correct position.


1. Install the latest Content Publishing and Content Experiences app.
2. Navigate to the Content Experience Builder.
3. Select the date pickers Start Time and End Time.Expected behavior: The date picker opens in the correct position.Actual behavior: The date picker is opens in a lower position than usual in the campaign builder."
Yokohama,UI Field Administration,Yokohama Early Access,PRB1795809,Notable Fix,"Yokohama Early Access
Security bug
"
Yokohama,Instance Data Replication (IDR),Yokohama Patch 1,PRB1795757,Other Fix,"Yokohama Patch 1
The IDR queue dashboard displays an incorrect value for the remaining messages that are to be processed for V2 sets
The queue dashboard displays the end offset of partition 1 as remaining messages, even though from the topic inspector it's evident that there are no new messages arriving there (current and end offset same). The logic for remaining messages should account for an active partition and then calculate the remaining messages based on the current and end offset values."
Yokohama,HR Service Delivery,Yokohama Early Access,PRB1795595,Notable Fix,"Yokohama Early Access
Security bug
"
Yokohama,HR Service Delivery,Yokohama Early Access,PRB1795500,Notable Fix,"Yokohama Early Access
Security bug
"
Yokohama,GraphQL Explorer,Yokohama Early Access,PRB1795473,Notable Fix,"Yokohama Early Access
Security bug
"
Yokohama,Source Control Engine,Yokohama Early Access,PRB1795465,Notable Fix,"Yokohama Early Access
getRemoteTags doesn't have a timeout specified
If the git server can't be reached, the job can seem to stall indefinitely. The job can run for days.


1. Create an app in Studio.
2. Link to Source Control successfully.
3. Set a breakpoint in AGitRepository.getRemoteTags().
4. Refresh the repository (perhaps via sys_repo_config).
5. Make the git server unresponsive when the breakpoint from step 3 gets reached.
6. Resume the breakpoint."
Yokohama,Service Portal,Yokohama Early Access,PRB1794718,Notable Fix,"Yokohama Early Access
A knowledge category displays as '{{::category.label}}' when the language is non-English
Build information: Xanadu EA Issue Description: [Xanadu EA]: Knowledge category is shown as {{::category.label}} when language is non-English"
Yokohama,Service Catalog Builder,Yokohama Early Access,PRB1794710,Notable Fix,"Yokohama Early Access
A catalog filter isn't functioning in Xanadu
When users select 'Need to Request Something?', the catalog filter widget is displayed on the left side of the page. It should display the 15 categories and when users select the 'Show More Catalog' filters, it's expected to display another 15 categories. Currently, categories aren't displaying on the 'Catalog filters' widgets."
Yokohama,AI Search,Yokohama Early Access,PRB1794674,Notable Fix,"Yokohama Early Access
The top results carousel gets stuck in a loading state when the EVAM bundle doesn't have any view configuration for Genius results
Typically, regardless of if a search returns Genius results or not, geniusResultsTemplates is a JSON object with an 'items' property that is an array. If there are no Genius results for that query, items are just an empty array. However, if the EVAM definition doesn't have any view configurations for Genius results in any of its bundles, EVAM instead returns an empty response, which causes it to ultimately return 'null' for geniusResultsTemplates. While this doesn't impact the 'stacked' view of Genius results, it does break the logic in our top results component, and so the state is never updated to stop loading.


1. Open ESC on a AIS-enabled instance.
2. Search for '***'.
3. Verify that there's no Genius results.
4. Open the EVAM definition for ESC, 'ESC Portal Search'.
5. On the 'EVAM View Config Bundle M2Ms' related list, unlink 'Taxonomy Portal Search Bundle'.
6. Refresh the portal page.
7. Search for '***' again.Expected behavior: There's no Genius results and the top results component hides itself.Actual behavior: The top-results component gets stuck in a loading state."
Yokohama,Access Control,Yokohama Early Access,PRB1794673,Notable Fix,"Yokohama Early Access
Security bug
"
Yokohama,Database Persistence - Data Management,Yokohama Early Access,PRB1794621,Notable Fix,"Yokohama Early Access
The user is unable to get data management update jobs to be applied when using 'Run at' time


1. Create an incident with a short description of 'DM update test'.
2. Create a sys_dm_update record.
3. Set the table as 'Incident' and the conditions as 'Short Description contains 'DM update test''.
4. In 'Field' and 'Values', set 'Assignment group' to 'Approvers'.
5. Set the 'Run at' to a few minutes in the future (the record may need to be saved first, before this field appears).
6. Wait the duration of the period that the sys_dm_update should take to run.
7. Refresh the sys_db_update rule.
Observe that the state is 'New'.
8. Refresh the incident created in step 1.Observe that the 'Assignment group' is unchanged."
Yokohama,AI Search,Yokohama Early Access,PRB1794353,Notable Fix,"Yokohama Early Access
v_search_genius_result becomes unreadable after opening a v_search_genius_result ACL
AI Search stops rendering Genius Results after opening a v_search_genius_result ACL record. A Null Pointer Exception (NPE) is observed in the system logs.


1. Search with an AI Search search application and confirm the observation of Genius results.
2. Open the Access Controls table (sys_security_acl).
3. Search for any v_search_genius_result ACL and click into it.
4. Search again.Observe that the Genius results are no longer rendering."
Yokohama,Delegated Development and Deployment,Yokohama Early Access,PRB1793833,Notable Fix,"Yokohama Early Access
Security bug
"
Yokohama,Service Mapping,Yokohama Early Access,PRB1793808,Notable Fix,"Yokohama Early Access
Security bug
"
Yokohama,UI Field Administration,Yokohama Early Access,PRB1793495,Notable Fix,"Yokohama Early Access
Service Operations Workspace (SOW) has poor performance on CI fields
Poor performance of the CI field and its reference qualifier within an incident record in SOW. The issue is only seen in workspace and not in the platform/native view."
Yokohama,Request Management,Yokohama Early Access,PRB1793466,Notable Fix,"Yokohama Early Access
A business rule throws an 'Unparseable date' exception
The error reads: 'java.lang.RuntimeException: could not be parsed using format string yyyy-MM-dd HH:mm:ss'."
Yokohama,Third-party Software,Yokohama Patch 3,PRB1793365,Other Fix,"Yokohama Patch 3
Commons-beanutils hits BEANUTILS-509, causing severe default thread contention, leading to 429s
In a few cases, this caused a node to completely hang indefinitely because all the threads were attempting to enter a synchronized block of a WeakHashMap that was being hogged by a thread stuck in an infinite loop."
Yokohama,Automated Test Framework (ATF),Yokohama Early Access,PRB1793151,Notable Fix,"Yokohama Early Access
Screenshots are blank when certain characters appear in Service Portal HTML
context.drawImage() is unable to properly parse the end of a comment that goes for multiple lines and includes extra dashes. Standalone commas in an element's attributes also prevent rendering of the document image.


1. Create a Service Portal widget (sp_widget).
2. Add ca omment to the body HTML template with extra dashes and new lines, or add a comma character inside an element's attributes.
3. Add the widget to an sp_instance in an sp_column, and add that column to an sp_page.
4. Create an ATF test with the 'Open Service Portal Page' step that opens the sp_page from step 3 in any portal.
5. Run the test with GlideScreenshot capturing the full page.Expected behavior: A screenshot is captured successfully.Actual behavior: A screenshot is blank and a client test runner console error appears."
Yokohama,Database Persistence,Yokohama Early Access,PRB1792847,Notable Fix,"Yokohama Early Access
Security bug
"
Yokohama,Software Asset Reclamation,Yokohama Early Access,PRB1792829,Notable Fix,"Yokohama Early Access
A 'Maximum JavaScript call depth of 1000 exceeded' error is thrown in the SAMPPreBuiltSuitesAPI. lookupSuiteComponents function call
If a suite parent has a suite child with the same product, there could be a case where the lookupSuiteComponents() function calls addM2MSuiteComponentProducts(). This again calls lookupSuiteComponents(), and so leading to an infinite loop.
"
Yokohama,Table Administration and Data Management,Yokohama Early Access,PRB1792808,Notable Fix,"Yokohama Early Access
Running an instance health scan table check throws a null pointer expection error if a sys_storage_alias record has an empty storage_table_name
Table check fails with the error message 'Rhino error: java.lang.NullPointerException'."
Yokohama,Database Persistence - Data Access,Yokohama Patch 9,PRB1792470,Other Fix,"Yokohama Patch 9
Some alters to increase max length are running twice during an upgrade
Multiple updates happen because a sys_dictionary record has an incorrect field length after finishing the bootstrap batcher."
Yokohama,Advanced Work Assignment,Yokohama Early Access,PRB1792311,Notable Fix,"Yokohama Early Access
Advanced Work Assignment (AWA) causes significant memory pressure when used in the UI16 environments
When AWA is configured on an instance, but the agents primarily use UI16 to work tasks, unopened items build up in the users AWA inbox. This leads to very large AMB messages (i.e. 3Mb +) and significant memory pressure when the user opens a workspace."
Yokohama,Application Install Engine,Yokohama Early Access,PRB1792128,Notable Fix,"Yokohama Early Access
There's a race condition when nodes try to download the same app package at the same time
During the cloning process, the list of nodes of clones are upgraded/downgraded. They restart at the same time and tend to download the app package at the same time. There is an existing logic which cleanups all the other attachments for the current app other that the download it made. Since the downloads are happening at the same time, nodes are deleting each other's downloads and nodes are failing to download the apps.


1. Have multiple nodes (>=4) in clone.
2. Reset the clone."
Yokohama,Activity Stream,Yokohama Early Access,PRB1792073,Notable Fix,"Yokohama Early Access
Security bug
"
