"uid","name","description","owner","owner_uid","publication_stage","audience","approval_status","provenance","type","category","tags","url","api_endpoint","creation_date","last_data_updated_date","last_metadata_updated_date","domain","derived_view","visits","downloads","row_count","column_count","contact_email","license","attribution","attribution_link","published_version_name","published_version_uid","parent_uid","dataowner_department","department_department","refreshfrequency_frequency","transparencyapp_application","dataowner_owner"
"wtpb-jp8d","2020 Paid Parking Occupancy","The City of Seattle has created an on-street paid parking occupancy data set and is providing access to this data set for public use for research and entrepreneurial purposes under the City’s Open Data Program. This data set contains all records for 2020.","Snyder, MaryCatherine","4pks-8wcm","published","public","approved","official","dataset","Transportation","sdot,curbspace,parking,pay stations","https://cos-data.seattle.gov/d/wtpb-jp8d","https://cos-data.seattle.gov/resource/wtpb-jp8d.json","2019-06-20T21:27:44.000","2021-01-02T12:05:35.000","2025-01-30T04:42:15.000","cos-data.seattle.gov","false","1256","479","136100530","12",,"Public Domain","Seattle Department of Transportation","http://www.seattle.gov/transportation/projects-and-programs/programs/parking-program/maps-and-data",,,,,"Seattle Department of Transportation","One Time",,
"xvj2-ai6y","Underground Storage Tank (UST) Records - Residential","Records of Seattle Fire Department (SFD) permits related to decommissioning of a residential heating oil tank, permit code 6103.  A record with incomplete tank info indicates that the required follow-up report has not been received by SFD.  Please note that SFD records begin in 1996 when state requirement was introduced.  Decommissioning of a residential heating oil tank might have occurred prior to 1996, in which SFD will not have a record.
Commercial UST records can be requested through City Public Records Request Center at http://www.seattle.gov/public-records/public-records-request-center","Ward, Evan L","w8f2-69ad","published","public","approved","official","dataset","Built Environment","decommissioning,ust,underground storage tank,tank,heating oil","https://cos-data.seattle.gov/d/xvj2-ai6y","https://cos-data.seattle.gov/resource/xvj2-ai6y.json","2017-03-08T19:19:33.000","2026-04-01T00:35:44.000","2026-04-01T00:35:36.000","cos-data.seattle.gov","false","106832","4092","49674","11","Theresa.Ngo@seattle.gov","Public Domain","City of Seattle","http://www.seattle.gov/fire/FMO/permits/permits.htm",,,,,"Seattle Fire Department","Daily",,
"jb6y-98nr","2021 Paid Parking Occupancy","The City of Seattle has created an on-street paid parking occupancy data set and is providing access to this data set for public use for research and entrepreneurial purposes under the City’s Open Data Program. This data set contains all records for 2021.","Snyder, MaryCatherine","4pks-8wcm","published","public","approved","official","dataset","Transportation","parking,curbspace,sdot,pay stations","https://cos-data.seattle.gov/d/jb6y-98nr","https://cos-data.seattle.gov/resource/jb6y-98nr.json","2023-01-25T15:09:14.000","2023-01-26T03:38:00.000","2025-03-04T14:29:07.000","cos-data.seattle.gov","false","982","686","265610695","12","marycatherine.snyder@seattle.gov","Public Domain","Seattle Department of Transportation","http://www.seattle.gov/transportation/projects-and-programs/programs/parking-program/maps-and-data",,,,,"Seattle Department of Transportation","One Time",,
"hiyf-7edq","Paid Parking (Last 48 Hours)","The City of Seattle has created an on-street paid parking occupancy data set and is providing access to this data set for public use for research and entrepreneurial purposes under the City’s Open Data Program.","Snyder, MaryCatherine","4pks-8wcm","published","public","approved","official","dataset","Transportation","parking,sdot,curbspace,pay stations","https://cos-data.seattle.gov/d/hiyf-7edq","https://cos-data.seattle.gov/resource/hiyf-7edq.json","2018-09-21T20:10:03.000","2026-04-01T13:30:52.000","2025-03-04T14:29:05.000","cos-data.seattle.gov","false","6666","664",,"12","marycatherine.snyder@seattle.gov","Public Domain","Seattle Department of Transportation","http://www.seattle.gov/transportation/projects-and-programs/programs/parking-program/maps-and-data",,,,,"Seattle Department of Transportation","Daily",,
"g32r-fjzp","Traffic Count Studies by Hour Bins","This table provides the traffic studies in hourly bins and some statistics. The SDOT Traffic Counts group runs studies across the city to collect traffic volumes. Most studies are done with pneumatic tubes, but some come from video systems as well. Use the field study_id to match it with other tables for more information.","Conor, Jeffrey","pf4e-vhvy","published","public","approved","official","dataset","Transportation","traffic counts,counts","https://cos-data.seattle.gov/d/g32r-fjzp","https://cos-data.seattle.gov/resource/g32r-fjzp.json","2023-01-11T00:37:21.000","2026-04-01T06:15:52.000","2026-04-01T06:02:09.000","cos-data.seattle.gov","false","2057","1356","442925","42",,"Public Domain","SDOT Traffic Counts Group",,,,,,"Seattle Department of Transportation","Daily",,
"c87v-5hwh","Trade Permits","All trade permits in progress or that have been issued in Seattle.","Callison, Moon","w96u-i3ib","published","public","approved","official","dataset","Built Environment","fire sprinkler,pressure vessel,mechanical,furnace,elevator,side sewer,sign,trade permits,seattle department of construction and inspections,sdci,refrigeration,conveyance,boiler","https://cos-data.seattle.gov/d/c87v-5hwh","https://cos-data.seattle.gov/resource/c87v-5hwh.json","2018-05-01T17:16:17.000","2026-04-01T16:20:40.000","2026-04-01T16:15:42.000","cos-data.seattle.gov","false","15993","3675","277271","25","moon.callison@seattle.gov","Public Domain","City of Seattle","http://www.seattle.gov/sdci",,,,,"Seattle Department of Construction & Inspections","Daily",,
"28ny-9ts8","Terry Stops","Note! Subject Data is temporarily unavailable, while we chase down a bug. Please excuse the inconvenience (DGAL-8).

This data represents records of police reported stops under Terry v. Ohio, 392 U.S. 1 (1968). Each row represents a unique stop. 

- Each record contains perceived demographics of the subject, as reported by the officer making the stop and officer demographics as reported to the Seattle Police Department, for employment purposes. 

- Where available, data elements from the associated Computer Aided Dispatch (CAD) event (e.g. Call Type, Initial Call Type, Final Call Type) are included.","SPD_AskSPDAnalytics@seattle.gov","hp7p-wh9r","published","public","approved","official","dataset","Public Safety","terry stops,detentions,police","https://cos-data.seattle.gov/d/28ny-9ts8","https://cos-data.seattle.gov/resource/28ny-9ts8.json","2017-04-13T00:46:56.000","2026-04-01T15:03:34.000","2026-04-01T15:03:22.000","cos-data.seattle.gov","false","18992","3700","66976","23",,"Public Domain","City of Seattle","http://www.seattle.gov/police",,,,,"Seattle Police Department","Daily",,
"pr2n-4pn6","City of Seattle Neighborhood Matching Funds","Seattle Department of Neighborhoods (DON) - All awarded Neighborhood Matching Funds (NMF) from 1989 to present.","Jenn.Brandon@seattle.gov","7vpz-tzi4","published","public","approved","official","dataset","Community and Culture","neighborhoods,don,nmf,grants,matching funds,neighborhood","https://cos-data.seattle.gov/d/pr2n-4pn6","https://cos-data.seattle.gov/resource/pr2n-4pn6.json","2015-02-18T20:32:20.000","2026-04-01T16:36:15.000","2026-04-01T16:36:14.000","cos-data.seattle.gov","false","13180","18506","4786","11","NMFund@seattle.gov","Public Domain","Seattle Department of Neighborhoods","http://www.seattle.gov/neighborhoods/",,,,,"Department of Neighborhoods","Quarterly",,
"xsgx-5um2","Closed Case Summaries (2026)","This table contains links to all Closed Case Summaries published online in 2026. Closed Case Summaries posted between 2015 and 2025 are available on the OPA website at https://www.seattle.gov/opa/news-and-reports/closed-case-summaries.","Eric Seely","avp3-c5p7","published","public","approved","official","dataset","Public Safety","office of police accountability,police accountability,opa,investigation","https://cos-data.seattle.gov/d/xsgx-5um2","https://cos-data.seattle.gov/resource/xsgx-5um2.json","2026-01-14T17:56:59.000","2026-03-20T01:28:54.000","2026-03-20T01:28:54.000","cos-data.seattle.gov","false","2283","4","78","3","eric.seely@seattle.gov","Public Domain","OPA","http://www.seattle.gov/opa",,,,,"Office of Police Accountability","Other",,
"y6ef-jf2w","Sold Fleet Equipment","This dataset includes sales data for fleet equipment that was sold in the current and previous three years. This dataset does not include sales data for Seattle City Light (SCL) fleet equipment.","Lucy.Bonomo@seattle.gov","2u45-tx99","published","public","approved","official","dataset","City Administration","finance and administrative services,finance,fas,equipment,auction,cars,trucks,surplus,sold fleet equipment,fleet","https://cos-data.seattle.gov/d/y6ef-jf2w","https://cos-data.seattle.gov/resource/y6ef-jf2w.json","2014-02-06T16:40:51.000","2026-01-28T17:53:58.000","2026-01-28T17:53:57.000","cos-data.seattle.gov","false","17124","1722","1512","14","lucy.bonomo@seattle.gov","Public Domain","City of Seattle",,,,,,"Department of Finance and Administrative Services","Monthly",,
"crg2-ssqd","Permit Review Time Data","Permit Review Time Data","Tanya.He@seattle.gov","hz6e-f3h4","published","public","approved","official","dataset","Transportation","street use,seattle department of transportation,permit applications,sdot","https://cos-data.seattle.gov/d/crg2-ssqd","https://cos-data.seattle.gov/resource/crg2-ssqd.json","2026-02-09T18:12:50.000","2026-04-01T15:05:49.000","2026-04-01T15:03:27.000","cos-data.seattle.gov","false","1231","6","486802","27","Tanya.He@seattle.gov","Public Domain","City of Seattle",,,,,,"Seattle Department of Transportation","Daily",,
"egc4-d24i","Road Weather Information Stations","This data is derived from sensor stations placed on bridges and surface streets within city limits.  Each station has a temperature sensor that measures the temperature of the street surface and a sensor that measures the ambient air temperature at the station each second.  Those values are averaged into temperature readings that are recorded by the station every minute.  The dataset is updated hourly with new data. Only the most recent 48 hours of data is stored in the dataset.","Road Weather","cq6b-km4i","published","public","approved","official","dataset","Transportation","road,weather,street,temperature,seattle,transportation","https://cos-data.seattle.gov/d/egc4-d24i","https://cos-data.seattle.gov/resource/egc4-d24i.json","2014-03-04T15:24:22.000","2026-04-01T19:01:39.000","2026-04-01T19:01:34.000","cos-data.seattle.gov","false","32415","9026","26749","6","TOC_Support@seattle.gov","Public Domain","City of Seattle",,,,,,"Seattle Department of Transportation","Hourly",,
"rsq4-c9zm","Sockeye Broodstock Weir Operations - Cedar River","Since 2008 adult Cedar River sockeye have been collected at a broodstock collection weir that is temporarily installed each fall in the lower Cedar River (Renton, WA).  Adult sockeye collected at the weir are trucked to the Cedar River Sockeye Hatchery as part of the Landsburg Mitigation Agreement. The weir is operated by the Washington Department of Fish and Wildlife.  This operations dataset includes the daily number of hours the weir was fishing, and tip-gate and/or panel configuration hours.  Methods and data summaries are available in the Hatchery Annual Reports (WDFW).  A metadata file includes links to reports, protocols, and attribute information.","Carol Volk","5gut-5jyi","published","public","approved","official","dataset","Built Environment","chinook,cedar river,broodstock collection,weir,sockeye,salmon,lma,hcp,coho","https://cos-data.seattle.gov/d/rsq4-c9zm","https://cos-data.seattle.gov/resource/rsq4-c9zm.json","2024-12-18T21:22:24.000","2024-12-18T21:52:49.000","2024-12-18T21:52:57.000","cos-data.seattle.gov","false","7004","44","856","10","carol.volk@seattle.gov",,"Carol Volk",,,,,,"Seattle Public Utilities","Annually",,
"wqw4-hcb6","Technology Access and Adoption Survey 2018 Codebook","Codebook for the 2018 Technology Access and Adoption Survey. Survey data available here:  https://data.seattle.gov/Community/Technology-Access-and-Adoption-Survey-2018/cz6d-tu92","Keyes, David","d6kv-ncuu","published","public","approved","official","dataset","Community and Culture",,"https://cos-data.seattle.gov/d/wqw4-hcb6","https://cos-data.seattle.gov/resource/wqw4-hcb6.json","2018-11-13T22:25:38.000","2018-11-15T16:51:07.000","2025-01-30T04:41:22.000","cos-data.seattle.gov","false","1069","369","2987","5",,"Public Domain","Seattle Information Technology",,,,,,"Seattle Information Technology","One Time",,
"6fac-8kjd","Parks Capital Project Phase Table","This explains the project phases and definitions for hose phases.","kylegriggs","9jk7-5nih","published","public","approved","official","dataset","Community and Culture",,"https://cos-data.seattle.gov/d/6fac-8kjd","https://cos-data.seattle.gov/resource/6fac-8kjd.json","2016-07-18T21:35:30.000","2019-04-30T18:55:36.000","2025-03-04T14:28:53.000","cos-data.seattle.gov","false","443","93","3","4","Shehzad.Qureshi@seattle.gov","Public Domain","City of Seattle",,,,,,"Seattle Parks and Recreation","Annually",,
"6bfa-nwhf","Civil Rights Technical Assistance by Month, 2017-Present","The Enforcement Division provides technical assistance to businesses and other organizations on the laws enforced by the Seattle Office for Civil Rights (SOCR). This dataset shows the number of times technical assistance was provided by month.","Beach, Monica","a7mz-bafv","published","public","approved","official","dataset","City Administration","discrimination,civil rights","https://cos-data.seattle.gov/d/6bfa-nwhf","https://cos-data.seattle.gov/resource/6bfa-nwhf.json","2017-09-27T22:40:16.000","2026-03-10T18:15:56.000","2026-03-10T18:15:56.000","cos-data.seattle.gov","false","2250","205","107","3","monica.beach@seattle.gov","Public Domain","City of Seattle","https://www.seattle.gov/civilrights",,,,,"Seattle Office for Civil Rights","Monthly",,
"sfav-5thy","Benchmarking Performance Ranges by Building Type 2015-Present","Summary energy and building characteristics by building type for non-residential and multifamily buildings greater than 20,000 square feet that benchmark energy data with the City of Seattle. This dataset summarizes information from the full 2015-2024 Building Energy Benchmarking dataset but excludes likely or known errors.","Mike.Roos@seattle.gov","4kkq-z72t","published","public","approved","official","dataset","Built Environment","eui,benchmarking,buildings,climate change,commercial buildings,electricity,energy,energy star,gas,steam","https://cos-data.seattle.gov/d/sfav-5thy","https://cos-data.seattle.gov/resource/sfav-5thy.json","2024-12-13T23:33:35.000","2025-12-17T20:05:18.000","2025-12-17T20:05:17.000","cos-data.seattle.gov","false","8703","198","230","17","mike.roos@seattle.gov","Public Domain","The Office of Sustainability and Environment","http://www.seattle.gov/energybenchmarking",,,,,"Office of Sustainability and Environment","Quarterly",,
"thn4-xyah","Sockeye Fry Condition","The size and condition of Cedar River sockeye fry has been collected most years since 2006 as part of the Cedar River Sockeye Program.  Fry from both the Cedar River Hatchery operations and fry produced from adults spawning naturally in the Cedar River are measured by Washington Department of Fish and Wildlife.  Data are collected as part of the Habitat Conservation Plan and Landsburg Mitigation Agreement. Methods and data summaries are available in the Hatchery Annual Reports (WDFW) and Fry Production Annual Reports (WDFW).","Carol Volk","5gut-5jyi","published","public","approved","official","dataset","Built Environment","fry condition,hcp,lma,salmon,sockeye,fish,cedar river","https://cos-data.seattle.gov/d/thn4-xyah","https://cos-data.seattle.gov/resource/thn4-xyah.json","2024-12-12T22:20:06.000","2024-12-12T22:55:40.000","2025-01-30T04:11:14.000","cos-data.seattle.gov","false","5654","61","21812","19","carol.volk@seattle.gov","Public Domain","Seattle Public Utilities",,,,,,"Seattle Public Utilities","Annually",,
"jucr-xeky","Graffiti Reports","This data set contains selected information for Graffiti service requests.","Bolinger, Brandon","eng5-32q9","published","public","approved","official","dataset","City Administration","maintenance,service request,neighborhood,customer","https://cos-data.seattle.gov/d/jucr-xeky","https://cos-data.seattle.gov/resource/jucr-xeky.json","2024-04-08T22:46:08.000","2026-03-31T22:31:50.000","2026-03-31T22:31:28.000","cos-data.seattle.gov","false","4552","801","213188","19",,"Public Domain","City of Seattle",,,,,,"Seattle Public Utilities","Daily",,
"58nk-8i58","Closed Case Summaries (2024-2025)","This table contains links to all Closed Case Summaries published online in 2024. Closed Case Summaries posted between 2015 and 2024 are available on the OPA website at https://www.seattle.gov/opa/news-and-reports/closed-case-summaries.","Eric Seely","avp3-c5p7","published","public","approved","official","dataset","Public Safety","office of police accountability,police accountability,opa","https://cos-data.seattle.gov/d/58nk-8i58","https://cos-data.seattle.gov/resource/58nk-8i58.json","2024-01-30T00:44:53.000","2026-03-07T03:03:34.000","2026-03-07T03:03:34.000","cos-data.seattle.gov","false","4267","113","472","3","eric.seely@seattle.gov","Public Domain","OPA","http://www.seattle.gov/opa",,,,,"Office of Police Accountability","Other",,
"3qih-4uwq","Code Compliance Violations by Year","Code Compliance violations by type per year. Sort the Year column by descending order to see the most recent years.","Callison, Moon","w96u-i3ib","published","public","approved","official","dataset","Built Environment","type of violation,code enforcement,seattle department of construction and inspections,sdci,code compliance violations by year","https://cos-data.seattle.gov/d/3qih-4uwq","https://cos-data.seattle.gov/resource/3qih-4uwq.json","2018-12-12T20:04:21.000","2026-04-01T00:07:45.000","2026-04-01T00:07:44.000","cos-data.seattle.gov","false","2623","322","405","4","moon.callison@seattle.gov","Public Domain","Seattle Department of Construction and Inspections",,,,,,"Seattle Department of Construction & Inspections","Annually",,
"gg89-k5p6","Paid Parking Transaction Data","The City of Seattle has made paid parking transaction data set available for public use for research and entrepreneurial purposes under the City’s Open Data Program.  This dataset is derived from parking pay stations placed on streets within city limits and the paid by phone parking transactions.  The dataset is downloaded nightly with the prior days paid parking transaction data.","Snyder, MaryCatherine","4pks-8wcm","published","public","approved","official","dataset","Transportation","pay station,sdot,transaction,paid parking,parking","https://cos-data.seattle.gov/d/gg89-k5p6","https://cos-data.seattle.gov/resource/gg89-k5p6.json","2020-05-21T21:36:39.000","2026-04-01T14:07:42.000","2026-04-01T14:04:16.000","cos-data.seattle.gov","false","12372","1413","165931","12","marycatherine.snyder@seattle.gov","Public Domain","City of Seattle","https://www.seattle.gov",,,,,"Seattle Department of Transportation","Daily",,
"t8i6-tipf","Thomas St Overpass Bike & Ped Counter","Counter is located at the bridge entrance of the Thomas St Overpass. These sensors counts both people riding bikes and pedestrians. Separate volumes are tallied for each travel mode. Wires in a diamond formation in the concrete detect bikes and an infrared sensor mounted on a metal post that detects pedestrians. The counters also capture the direction of travel for both bikes and pedestrians.","Zuniga, Rafael","psms-jbhq","published","public","approved","official","dataset","Transportation","monthly data,seattle,sdot,pedestrian,bike counts,bike,bicycle","https://cos-data.seattle.gov/d/t8i6-tipf","https://cos-data.seattle.gov/resource/t8i6-tipf.json","2022-09-13T16:24:59.000","2025-12-03T18:38:24.000","2025-12-03T18:38:35.000","cos-data.seattle.gov","false","9218","115","4752","6",,"Public Domain",,,,,,,"Seattle Department of Transportation","Monthly",,
"ad9s-n4hf","SPD 9-11 Customer Satisfaction Survey Data","Background: “In 2006, the Seattle Police Department began surveying members of the public (customers) who had personal contact with an officer after calling 9-1-1. The surveys have been conducted two to four times a year, and a total of 44 surveys have been conducted to date. These surveys have been designed to assess customers’ experiences and satisfaction with the service provided by the Seattle Police Department, and the results of the surveys have been used to assess service delivery; examine differences between precincts; identify strategies and tactics to achieve specific service objectives; and provide feedback to officers, precinct captains, and watch lieutenants. This report presents the results of the September 2019 customer survey and compares the September 2019 survey results to results from the 13 other surveys conducted since March 2016.”

Research Methods. “Similar to the previous surveys, 200 customers who called 9-1-1 and had an officer dispatched to provide assistance were interviewed by telephone for this survey. All of the customers interviewed had called 9-1-1 between August 21 and August 29, 2019, and were randomly selected from lists of 9-1-1 callers who had an officer dispatched to provide assistance, excluding sensitive cases such as domestic violence calls. The interviews were completed between September 3 and September 10, 2019. The interviews were approximately 10 to 12 minutes long. The questionnaire used in the interviews was developed with Department input and approval. During the course of this research, some questions have been added to or deleted from the survey questionnaire to reflect the changing information needs of the Department. However, questions about customers’ overall satisfaction with their experience with the Department after calling 9-1-1, experiences with and opinions of the officer who first visited after the call to 9-1-1, opinions of the Seattle Police Department overall, and satisfaction with the service provided by the 9-1-1 operator have been included in every survey. Since late 2006 and early 2007, the surveys also included questions about customers’ feelings of safety in Seattle.”","Wang, Xinbao","2866-np2t","published","public","approved","official","dataset","Public Safety",,"https://cos-data.seattle.gov/d/ad9s-n4hf","https://cos-data.seattle.gov/resource/ad9s-n4hf.json","2021-10-09T00:06:06.000","2021-10-14T16:17:57.000","2025-01-29T06:25:55.000","cos-data.seattle.gov","false","3052","314","9412","78",,"Public Domain",,,,,,,"Seattle Police Department","One Time",,
"tmmm-ytt6","Checkouts by Title","This dataset includes a monthly count of Seattle Public Library checkouts by title for physical and electronic items. The dataset begins with checkouts that occurred in April 2005.","David Christensen","dajh-u3xu","published","public","approved","official","dataset","Community and Culture","e-book,circulation,checkout,lending,overdrive,public library,seattle public library","https://cos-data.seattle.gov/d/tmmm-ytt6","https://cos-data.seattle.gov/resource/tmmm-ytt6.json","2017-01-31T20:39:17.000","2026-03-06T14:19:34.000","2025-12-05T22:47:18.000","cos-data.seattle.gov","false","44742","140818","50335437","12","david.christensen@spl.org","Public Domain","The Seattle Public Library","https://www.spl.org",,,,,"Seattle Public Library","Monthly",,
"u38e-ybnc","MTS Trail west of I-90 Bridge Bicycle and Pedestrian Counter","Due to hardware issues, this counter is no longer in service. Counts are conducted using tubes on a quarterly basis.

These sensors counts both people riding bikes and pedestrians. Separate volumes are tallied for each travel mode. Wires in a diamond formation in the concrete detect bikes and an infrared sensor mounted on a wooden post detects pedestrians. The counters also capture the direction of travel for both bikes and pedestrians.

MTS Trail stands for Mountains to Sound Trail.","Zuniga, Rafael","psms-jbhq","published","public","approved","official","dataset","Transportation","bike,bicycle,seattle,sdot,pedestrian,monthly data,counts,bike counts","https://cos-data.seattle.gov/d/u38e-ybnc","https://cos-data.seattle.gov/resource/u38e-ybnc.json","2014-02-04T16:36:38.000","2026-03-10T22:15:49.000","2026-03-10T22:15:48.000","cos-data.seattle.gov","false","7761","712","106929","8",,"Public Domain","City of Seattle",,,,,,"Seattle Department of Transportation","Monthly",,
"7rx6-5pgd","Public Life Data - People Moving","Provides data on people moving through space, including total number observed, gender breakdown, group size, and age groups.

------------------------------------------

The City of Seattle Department of Transportation (SDOT) is providing data from the public life studies it has conducted since 2017. These studies consist of measuring the number of people using public space and the types of activities present on select sidewalks across the city, as well as several parks and plazas. The data set is continually updated as SDOT and other parties conduct public life studies using Gehl Institute’s Public Life Data Protocol.

This dataset consists of four component spreadsheets and a GeoJSON file, which provide public life data as well as information about the study design and study locations:

1 Public Life Study: provides details on the different studies that have been conducted, including project information.
https://data.seattle.gov/Transportation/Public-Life-Data-Study/7qru-sdcp

2 Public Life Location: provides details on the sites selected for each study, including various attributes to allow for comparison across sites.
https://data.seattle.gov/Transportation/Public-Life-Data-Locations/fg6z-cn3y

3 Public Life People Moving: provides data on people moving through space, including total number observed, gender breakdown, group size, and age groups.

4 Public Life People Staying: provides data on people staying still in the space, including total number observed, demographic data, group size, postures, and activities.
https://data.seattle.gov/Transportation/Public-Life-Data-People-Staying/5mzj-4rtf

5 Public Life Geography: A GeoJSON file with polygons of every location studied.
https://data.seattle.gov/Transportation/Public-Life-Data-Geography/v4q3-5hvp

Please download and refer to the Public Life metadata document - in the attachment section below - for comprehensive information about all of the Public Life datasets.","Hagenah, Alex","df6i-6rv6","published","public","approved","official","dataset","Community and Culture","people moving,streets,sidewalks,sdot,public space,public life,transportation","https://cos-data.seattle.gov/d/7rx6-5pgd","https://cos-data.seattle.gov/resource/7rx6-5pgd.json","2020-03-04T17:52:02.000","2023-02-15T23:34:48.000","2025-01-29T06:05:59.000","cos-data.seattle.gov","false","12928","411","2378","43","SDOTPublicLife@seattle.gov","Public Domain","Seattle Department of Transportation",,,,,,"Seattle Department of Transportation","To Be Determined",,
"i2q9-thny","Crisis Data","Data representing crisis contacts made by officers of the Seattle Police Department. Data is denormalized to represent the one to many relationship between the record and the reported disposition of the contact. 

**USE CAUTION WHEN COUNTING**","SPD_AskSPDAnalytics@seattle.gov","hp7p-wh9r","published","public","approved","official","dataset","Public Safety","cit,crisis,police,use of force","https://cos-data.seattle.gov/d/i2q9-thny","https://cos-data.seattle.gov/resource/i2q9-thny.json","2017-10-17T21:16:42.000","2026-04-01T15:02:13.000","2026-04-01T15:01:12.000","cos-data.seattle.gov","false","13960","2840","107258","25",,"Public Domain","City of Seattle","http://www.seattle.gov/police",,,,,"Seattle Police Department","Daily",,
"d9ti-hi4p","Downtown Activation Plan Dashboard Data","This data powers the Downtown Activation Plan Dashboard.","JoonS","tzge-vn76","published","public","approved","official","dataset","Community and Culture","oed,downtown,seattle downtown revitalization,office of economic development,downtown activation plan","https://cos-data.seattle.gov/d/d9ti-hi4p","https://cos-data.seattle.gov/resource/d9ti-hi4p.json","2023-06-22T20:05:11.000","2025-04-24T20:56:52.000","2025-04-24T20:56:51.000","cos-data.seattle.gov","false","1393","959","25","35","joon.sohn@seattle.gov","Public Domain","Office of Economic Development",,,,,,"Department of Economic Development","Quarterly",,
"s7df-xba4","Short Term Rental License","Short-term rentals are a type of lodging sometimes called vacation rentals. A house, condo, or apartment (or a part of one) that is rented for a fee for fewer than 30 consecutive nights is a short-term rental.  Short-term rental operators are required to obtain an operator license & register each rental unit on that license. This dataset lists all Short-Term Rental operator licenses & their associated units.  To learn more about short-term rental regulations in Seattle, please visit: <a href=""https://www.seattle.gov/business-regulations/short-term-rentals"">https://www.seattle.gov/business-regulations/short-term-rentals</a>","Hollinger, Adam","kjyw-h9kk","published","public","approved","official","dataset","City Administration",,"https://cos-data.seattle.gov/d/s7df-xba4","https://cos-data.seattle.gov/resource/s7df-xba4.json","2022-07-28T19:12:32.000","2026-04-01T00:09:29.000","2026-04-01T00:09:24.000","cos-data.seattle.gov","false","13480","6704","10646","27",,"Public Domain",,,,,,,"Department of Finance and Administrative Services","Weekly",,
"mg5r-efcm","SPD Officer Involved Shooting (OIS) Data","Records of Officer Involved Shootings (OIS) from 2005 to the present, including a brief narrative synopsis. Beginning in Q3 2023, the summary will be replaced with a link to the FRB findings documented, prepared for public release. A link for each OIS will be embedded in the file. Data set does not contain records from active investigations. Data is visualized in a dashboard on the SPD public site (https://www.seattle.gov/police/information-and-data/use-of-force-data/officer-involved-shootings-dashboard), please reference as a guide for use. Dashboard is available for download.  

Updates are posted twice a year (January and July), as cases complete the inquest process (https://kingcounty.gov/services/inquest-program.aspx).  

Use of force data also available here: https://data.seattle.gov/Public-Safety/Use-Of-Force/ppi5-g2bj and is updated daily. Data includes Type III - OIS.","7861 Atherley, Loren T","gj9e-qvnd","published","public","approved","official","dataset","Public Safety","use of force,police,ois,officer involved shooting","https://cos-data.seattle.gov/d/mg5r-efcm","https://cos-data.seattle.gov/resource/mg5r-efcm.json","2017-01-31T01:51:00.000","2025-12-06T00:37:16.000","2025-12-06T00:37:37.000","cos-data.seattle.gov","false","13541","1820","193","25",,"Public Domain","City of Seattle","http://www.seattle.gov/police",,,,,"Seattle Police Department","Other",,
"33kz-ixgy","Call Data","Please review this brief video for a better understanding of how these data are created: https://www.youtube.com/watch?v=lvTCjVHxpAU

This data represents police response activity. Each row is a record of a Call for Service (CfS) logged with the Seattle Police Department (SPD) Communications Center. Calls originated from the community and range from in progress or active emergencies to requests for problem solving. Additionally, officers will log calls from their observations of the field. 

Previous versions of this data set have withheld approximately 40% of calls. This updated process will release more than 95% of all calls but we will no longer provide latitude and longitude specific location data. In an effort to safeguard the privacy of our community, calls will only be located to the “beat” level. Beats are the most granular unit of management used for patrol deployment. To learn more about patrol deployment, please visit: https://www.seattle.gov/police/about-us/about-policing/precinct-and-patrol-boundaries.

As with any data, certain conditions and qualifications apply:

1)	These data are queried from the Data Analytics Platform (DAP), and updated incrementally on a daily basis. A full refresh will occur twice a year and is intended to reconcile minor changes.

2)	This data set only contains records of police response. If a call is queued in the system but cleared before an officer can respond, it will not be included. 

3)	These data contain administrative call types. Use the “Initial” and “Final” call type to identify the calls you wish to include in your analysis. 

We invite you to engage these data, ask questions and explore.","SPD_AskSPDAnalytics@seattle.gov","hp7p-wh9r","published","public","approved","official","dataset","Public Safety","calls for service,police,911","https://cos-data.seattle.gov/d/33kz-ixgy","https://cos-data.seattle.gov/resource/33kz-ixgy.json","2018-04-13T18:14:33.000","2026-03-31T16:55:19.000","2026-04-01T15:22:48.000","cos-data.seattle.gov","false","106344","13549",,"47",,"Public Domain","City of Seattle","http://www.seattle.gov/police/",,,,,"Seattle Police Department","Daily",,
"c4tj-daue","Electrical Permits","All electrical permits issued or in process in the city of Seattle.","Callison, Moon","w96u-i3ib","published","public","approved","official","dataset","Built Environment","seattle department of construction and inspections,electrical applications,electrical permits,permit applications,sdci","https://cos-data.seattle.gov/d/c4tj-daue","https://cos-data.seattle.gov/resource/c4tj-daue.json","2018-04-23T21:29:29.000","2026-04-01T13:44:14.000","2026-04-01T13:43:19.000","cos-data.seattle.gov","false","14440","28279","489122","24","moon.callison@seattle.gov","Public Domain","City of Seattle","http://www.seattle.gov/sdci",,,,,"Seattle Department of Construction & Inspections","Daily",,
