Problem,Task,DatasetName,NumCompounds,Unit,Type,Metric,DatasetSplit,License,DatasetDescription,TaskDescription,Reference
Single_instance_prediction,Tox,toxcast_ATG_DR4_LXR_CIS_up,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_STAT3_CIS_up,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_ERa_LUC_BG1_Antagonist,7931,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_GR_BLA_Agonist_ratio,7931,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_CLD_CYP1A1_6hr,302,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_p53_BLA_p5_ch2,7931,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_NR_hPPARg,780,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_ARE_BLA_Agonist_ch1,7187,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_p53_BLA_p5_ratio,7931,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_Sp1_CIS_dn,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_ESRE_BLA_ch2,7187,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_GPCR_hAdrb1,95,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_BE3C_MMP1_up,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_OT_ERa_EREGFP_0480,1758,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_KF3CT_MMP9_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_Sp1_CIS_up,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_GPCR_rabPAF,99,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,carcinogens_lagunin,280,,,,,CC BY 4.0,"A carcinogen is any substance, radionuclide, or radiation that promotes carcinogenesis, the formation of cancer. This may be due to the ability to damage the genome or to the disruption of cellular metabolic processes.","Binary classification. Given a drug SMILES string, predict whether it can cause carcinogen.","Lagunin, Alexey, et al. ÒComputer_aided prediction of rodent carcinogenicity by PASS and CISOC_PSCT.Ó QSAR & Combinatorial Science 28.8 (2009): 806-810., Cheng, Feixiong, et al. ÒadmetSAR: a comprehensive source and free tool for assessment of chemical ADMET properties.Ó (2012): 3099-3105."
Single_instance_prediction,Tox,toxcast_BSK_BE3C_SRB_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_NR_hAR,228,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_ADME_hCYP2C19,377,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_LGIC_rGABAR_NonSelective,62,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_CASM3C_LDLR_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_CASM3C_SRB_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_NR_hRARa_Agonist,166,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_BE3C_uPAR_up,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_3C_Eselectin_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_3C_VCAM1_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_APR_Hepat_Apoptosis_48hr_up,303,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_OT_NURR1_NURR1RXRa_0480,1758,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_CASM3C_HLADR_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_PPARg_BLA_antagonist_viability,7187,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_APR_Hepat_Steatosis_24hr_up,303,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_hDFCGF_EGFR_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_PBREM_CIS_dn,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,tox21_SR-p53,6774,,,,,CC BY 4.0,"Tox21 is a data challenge which contains qualitative toxicity measurements for 7,831 compounds on 12 different targets, such as nuclear receptors and stree response pathways.","Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.",Tox21 Challenge to Build Predictive Models of Nuclear Receptor and Stress Response Pathways as Mediated by Exposure to Environmental Toxicants and Drugs
Single_instance_prediction,Tox,toxcast_BSK_SAg_PBMCCytotoxicity_up,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_M_19_CIS_dn,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_CLD_UGT1A1_24hr,302,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_NF_kB_CIS_up,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_PXR_TRANS_dn,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_HNF6_CIS_dn,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_VDR_BLA_agonist_ch2,7187,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_ENZ_hCASP5,79,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_APR_Hepat_DNADamage_24hr_up,303,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_ENZ_hPTPN11,87,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_ERa_BLA_Agonist_ch1,7931,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_OT_ERa_EREGFP_0120,1771,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,ames,7278,%,Binary,AUROC,Scaffold,CC BY 4.0,"Mutagenicity means the ability of a drug to induce genetic alterations. Drugs that can cause damage to the DNA can result in cell death or other severe adverse effects. Nowadays, the most widely used assay for testing the mutagenicity of compounds is the Ames experiment which was invented by a professor named Ames. The Ames test is a short-term bacterial reverse mutation assay detecting a large number of compounds which can induce genetic damage and frameshift mutations. The dataset is aggregated from four papers.","Binary classification. Given a drug SMILES string, predict whether it is mutagenic (1) or not mutagenic (0).","Xu, Congying, et al. ÒIn silico prediction of chemical Ames mutagenicity.Ó Journal of chemical information and modeling 52.11 (2012): 2840-2847."
Single_instance_prediction,Tox,toxcast_ATG_GR_TRANS_dn,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_HSE_BLA_agonist_ch2,7187,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_p53_BLA_p2_ch1,7931,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_CLD_CYP2B6_48hr,300,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_CLD_CYP1A1_48hr,295,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_SAg_SRB_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_4H_VEGFRII_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_APR_HepG2_MitoMass_24h_up,1034,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_HSE_CIS_dn,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_NRF1_CIS_dn,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,HTS,m1_muscarinic_receptor_antagonists_butkiewicz,61748,,,,,CC BY 4.0,"These are nine high-quality high-throughput screening (HTS) datasets from [1]. These datasets were curated from HTS data at the PubChem database [2]. Typically, HTS categorizes small molecules into hit, inactive, or unspecified against a certain therapeutic target. However, a compound may be falsely classified as a hit due to experimental artifacts such as optical interference. Moreover, because the screening is performed without duplicates, and the cutoff is often set loose to minimize the false negative rates, the results from the primary screens often contain high false positive rates [3]. Hence the result from the primary screen is only used as the first iteration to reduce the compound library to a smaller set of further confirmatory tests. Here each dataset is carefully collated through confirmation screens to validate active compounds. The curation process is documented in [1]. Each dataset is identified by the PubChem Assay ID (AID). Features of the datasets: (1) At least 150 confirmed active compounds present; (2) Diverse target classes; (3) Realistic (large number and highly imbalanced label).","Binary classification. Given a compound SMILES string, predict its activity against a diverse set of targets.","Butkiewicz, Mariusz, et al. ÒBenchmarking ligand-based virtual High-Throughput Screening with the PubChem database.Ó Molecules 18.1 (2013): 735-756., Kim, Sunghwan, et al. ÒPubChem 2019 update: improved access to chemical data.Ó Nucleic acids research 47.D1 (2019): D1102-D1109., Butkiewicz, Mariusz, et al. ÒHigh-throughput screening assay datasets from the pubchem database.Ó Chemical informatics (Wilmington, Del.) 3.1 (2017)."
Single_instance_prediction,HTS,choline_transporter_butkiewicz,302235,,,,,CC BY 4.0,"These are nine high-quality high-throughput screening (HTS) datasets from [1]. These datasets were curated from HTS data at the PubChem database [2]. Typically, HTS categorizes small molecules into hit, inactive, or unspecified against a certain therapeutic target. However, a compound may be falsely classified as a hit due to experimental artifacts such as optical interference. Moreover, because the screening is performed without duplicates, and the cutoff is often set loose to minimize the false negative rates, the results from the primary screens often contain high false positive rates [3]. Hence the result from the primary screen is only used as the first iteration to reduce the compound library to a smaller set of further confirmatory tests. Here each dataset is carefully collated through confirmation screens to validate active compounds. The curation process is documented in [1]. Each dataset is identified by the PubChem Assay ID (AID). Features of the datasets: (1) At least 150 confirmed active compounds present; (2) Diverse target classes; (3) Realistic (large number and highly imbalanced label).","Binary classification. Given a compound SMILES string, predict its activity against a diverse set of targets.","Butkiewicz, Mariusz, et al. ÒBenchmarking ligand-based virtual High-Throughput Screening with the PubChem database.Ó Molecules 18.1 (2013): 735-756., Kim, Sunghwan, et al. ÒPubChem 2019 update: improved access to chemical data.Ó Nucleic acids research 47.D1 (2019): D1102-D1109., Butkiewicz, Mariusz, et al. ÒHigh-throughput screening assay datasets from the pubchem database.Ó Chemical informatics (Wilmington, Del.) 3.1 (2017)."
Single_instance_prediction,HTS,cav3_t-type_calcium_channels_butkiewicz,100858,,,,,CC BY 4.0,"These are nine high-quality high-throughput screening (HTS) datasets from [1]. These datasets were curated from HTS data at the PubChem database [2]. Typically, HTS categorizes small molecules into hit, inactive, or unspecified against a certain therapeutic target. However, a compound may be falsely classified as a hit due to experimental artifacts such as optical interference. Moreover, because the screening is performed without duplicates, and the cutoff is often set loose to minimize the false negative rates, the results from the primary screens often contain high false positive rates [3]. Hence the result from the primary screen is only used as the first iteration to reduce the compound library to a smaller set of further confirmatory tests. Here each dataset is carefully collated through confirmation screens to validate active compounds. The curation process is documented in [1]. Each dataset is identified by the PubChem Assay ID (AID). Features of the datasets: (1) At least 150 confirmed active compounds present; (2) Diverse target classes; (3) Realistic (large number and highly imbalanced label).","Binary classification. Given a compound SMILES string, predict its activity against a diverse set of targets.","Butkiewicz, Mariusz, et al. ÒBenchmarking ligand-based virtual High-Throughput Screening with the PubChem database.Ó Molecules 18.1 (2013): 735-756., Kim, Sunghwan, et al. ÒPubChem 2019 update: improved access to chemical data.Ó Nucleic acids research 47.D1 (2019): D1102-D1109., Butkiewicz, Mariusz, et al. ÒHigh-throughput screening assay datasets from the pubchem database.Ó Chemical informatics (Wilmington, Del.) 3.1 (2017)."
Single_instance_prediction,HTS,potassium_ion_channel_kir2.1_butkiewicz,301424,,,,,CC BY 4.0,"These are nine high-quality high-throughput screening (HTS) datasets from [1]. These datasets were curated from HTS data at the PubChem database [2]. Typically, HTS categorizes small molecules into hit, inactive, or unspecified against a certain therapeutic target. However, a compound may be falsely classified as a hit due to experimental artifacts such as optical interference. Moreover, because the screening is performed without duplicates, and the cutoff is often set loose to minimize the false negative rates, the results from the primary screens often contain high false positive rates [3]. Hence the result from the primary screen is only used as the first iteration to reduce the compound library to a smaller set of further confirmatory tests. Here each dataset is carefully collated through confirmation screens to validate active compounds. The curation process is documented in [1]. Each dataset is identified by the PubChem Assay ID (AID). Features of the datasets: (1) At least 150 confirmed active compounds present; (2) Diverse target classes; (3) Realistic (large number and highly imbalanced label).","Binary classification. Given a compound SMILES string, predict its activity against a diverse set of targets.","Butkiewicz, Mariusz, et al. ÒBenchmarking ligand-based virtual High-Throughput Screening with the PubChem database.Ó Molecules 18.1 (2013): 735-756., Kim, Sunghwan, et al. ÒPubChem 2019 update: improved access to chemical data.Ó Nucleic acids research 47.D1 (2019): D1102-D1109., Butkiewicz, Mariusz, et al. ÒHigh-throughput screening assay datasets from the pubchem database.Ó Chemical informatics (Wilmington, Del.) 3.1 (2017)."
